iter	Passed	Remaining
1067	51649	190156
1068	51694	190095
1069	51739	190033
1070	51787	189984
1071	51836	189937
1072	51882	189880
1073	51922	189801
1074	51971	189757
1075	52015	189691
1076	52057	189620
1077	52103	189564
1078	52152	189519
1079	52195	189449
1080	52241	189392
1081	52287	189337
1082	52330	189269
1083	52371	189195
1084	52427	189172
1085	52479	189137
1086	52519	189059
1087	52562	188992
1088	52608	188937
1089	52655	188884
1090	52701	188826
1091	52749	188776
1092	52798	188731
1093	52844	188675
1094	52886	188605
1095	52935	188559
1096	52984	188511
1097	53034	188469
1098	53090	188449
1099	53143	188417
1100	53191	188369
1101	53235	188303
1102	53282	188250
1103	53338	188230
1104	53385	188176
1105	53434	188133
1106	53484	188091
1107	53533	188043
1108	53579	187987
1109	53620	187912
1110	53671	187873
1111	53722	187836
1112	53769	187780
1113	53821	187747
1114	53864	187681
1115	53912	187630
1116	53964	187596
1117	54013	187548
1118	54058	187491
1119	54105	187436
1120	54152	187384
1121	54196	187319
1122	54239	187254
1123	54284	187195
1124	54336	187157
1125	54384	187109
1126	54448	187114
1127	54493	187054
1128	54536	186990
1129	54587	186950
1130	54634	186897
1131	54686	186861
1132	54731	186800
1133	54766	186707
1134	54812	186652
1135	54865	186621
1136	54918	186587
1137	54976	186572
1138	55027	186532
1139	55072	186473
1140	55113	186401
1141	55159	186345
1142	55207	186293
1143	55250	186230
1144	55290	186153
1145	55340	186111
1146	55384	186048
1147	55434	186006
1148	55485	185966
1149	55531	185911
1150	55576	185849
1151	55628	185815
1152	55680	185777
1153	55730	185736
1154	55778	185686
1155	55831	185654
1156	55882	185615
1157	55916	185518
1158	55964	185469
1159	55997	185371
1160	56038	185298
1161	56084	185243
1162	56121	185157
1163	56165	185094
1164	56205	185020
1165	56250	184961
1166	56308	184944
1167	56359	184904
1168	56412	184871
1169	56463	184833
1170	56512	184788
1171	56562	184744
1172	56608	184690
1173	56655	184636
1174	56705	184592
1175	56753	184547
1176	56812	184531
1177	56858	184476
1178	56908	184433
1179	56955	184382
1180	57017	184376
1181	57068	184336
1182	57119	184298
1183	57169	184256
1184	57212	184191
1185	57265	184157
1186	57315	184113
1187	57362	184061
1188	57408	184006
1189	57461	183972
1190	57503	183905
1191	57550	183853
1192	57609	183837
1193	57656	183785
1194	57703	183732
1195	57752	183687
1196	57806	183656
1197	57854	183607
1198	57898	183546
1199	57949	183508
1200	57998	183462
1201	58044	183403
1202	58089	183347
1203	58139	183302
1204	58190	183263
1205	58235	183204
1206	58284	183160
1207	58330	183105
1208	58373	183039
1209	58418	182980
1210	58467	182933
1211	58513	182878
1212	58565	182843
1213	58612	182788
1214	58662	182746
1215	58705	182681
1216	58752	182628
1217	58798	182574
1218	58838	182499
1219	58877	182425
1220	58916	182345
1221	58955	182270
1222	58996	182200
1223	59046	182155
1224	59098	182121
1225	59156	182102
1226	59207	182062
1227	59251	181999
1228	59297	181944
1229	59341	181883
1230	59389	181834
1231	59452	181831
1232	59495	181769
1233	59553	181749
1234	59606	181715
1235	59647	181644
1236	59697	181600
1237	59736	181526
1238	59779	181460
1239	59820	181391
1240	59866	181335
1241	59917	181296
1242	59965	181248
1243	60016	181208
1244	60056	181135
1245	60107	181093
1246	60161	181063
1247	60215	181033
1248	60266	180992
1249	60310	180930
1250	60359	180885
1251	60404	180827
1252	60454	180785
1253	60497	180719
1254	60544	180668
1255	60596	180632
1256	60646	180588
1257	60701	180560
1258	60750	180514
1259	60789	180439
1260	60841	180402
1261	60878	180318
